Comments,Sentiment
creo no tener prácticas forma presencial limitó bastante actividades debía cumplir y aprender embargo entiendo debía cumplir medidas sanitarias y prevención debido pandemia,"AnalyzerOutput(output=NEG, probas={NEG: 0.632, NEU: 0.353, POS: 0.015})"
verdad aprendí demasiado y muy flexibles conmigo además siempre meterme diversas actividades aprendiera y participara,"AnalyzerOutput(output=POS, probas={POS: 0.931, NEU: 0.065, NEG: 0.004})"
experiencia sumamente buena oportunidad poner práctica conocimientos así un acercamiento rama diplomáticaconsular,"AnalyzerOutput(output=POS, probas={POS: 0.931, NEU: 0.065, NEG: 0.003})"
una experiencia totalmente motivante alto nivel aprendizaje ayudo desarrollar habilidades recolección datos investigación,"AnalyzerOutput(output=POS, probas={POS: 0.923, NEU: 0.070, NEG: 0.006})"
verdad cada refugiados una organización una gestión casi perfecta detalles pequeños considero podrían mejorar ejemplo sistema registro y canalizaciones un complicado y creo podría simplificar todo genial,"AnalyzerOutput(output=POS, probas={POS: 0.911, NEU: 0.083, NEG: 0.005})"
calidez mostro un inicio parte organizacion cr verdaderamente impresionante impacta actividades realizas personal una experiencia única primera sesión escenarios y actividades virtuales acompañamiento y desplazamiento realizamos,"AnalyzerOutput(output=POS, probas={POS: 0.937, NEU: 0.057, NEG: 0.005})"
considero una etapa inicial investigación largo proyecto puede llegar un difícil comunicación y intercambio retroalimentación general gustaría seguir apoyando posible crear un excelente contenido un muy buen planteamiento desarrollar siguiente año,"AnalyzerOutput(output=NEU, probas={NEU: 0.807, POS: 0.151, NEG: 0.042})"
aprendizaje dinámico y excelente,"AnalyzerOutput(output=POS, probas={POS: 0.963, NEU: 0.034, NEG: 0.003})"
mejorar comunicación encargados y alumnos así alumnos,"AnalyzerOutput(output=NEU, probas={NEU: 0.753, POS: 0.206, NEG: 0.041})"
necesitan mayor comunicación practicantes además necesario establecer tareas específicas yo siempre atenido actividades dejarán cada acordaban,"AnalyzerOutput(output=NEU, probas={NEU: 0.790, POS: 0.176, NEG: 0.034})"
realizar prácticas un proyecto interno permitió conectar conocimientos previos carrera eventos presentando actividades tiempo contaba asesoría completa profesor cargo,"AnalyzerOutput(output=NEU, probas={NEU: 0.591, POS: 0.386, NEG: 0.023})"
supervisora muy comprensiva paciente y clara cada actividad retadora y emocionante encantó poder colaborar y compañera prácticas,"AnalyzerOutput(output=POS, probas={POS: 0.978, NEU: 0.020, NEG: 0.003})"
un gusto poder tomar practicas profesor francisco aterrizamos muchos conocimientos mundo real,"AnalyzerOutput(output=POS, probas={POS: 0.973, NEU: 0.024, NEG: 0.003})"
una excelente organización,"AnalyzerOutput(output=POS, probas={POS: 0.966, NEU: 0.031, NEG: 0.003})"
verdad todo súper bien gustó bastante pude trabajar y desarrollarme,"AnalyzerOutput(output=POS, probas={POS: 0.969, NEU: 0.028, NEG: 0.003})"
proyecto participé muy enriquecedor permitió aplicar muchos conocimientos adquirido largo carrera,"AnalyzerOutput(output=POS, probas={POS: 0.966, NEU: 0.030, NEG: 0.003})"
acerca horas practicas indicadas evaluación proporcionaron realizar misma empresa indico horas practicas realizadas un total horas,"AnalyzerOutput(output=NEU, probas={NEU: 0.837, POS: 0.115, NEG: 0.048})"
principio practicas buenas recibieron blackshiip y dieron una empresa trabajar formaba parte portafolio blackshiip primeras semanas desarrollaron bien explicaron proyecto roles y iba dividido nuesto tiempo embargo conforme paso tiempo olvidando y solo hicimos una parte proyecto acordamos si trabaje y aprendí interesaba mas área íbamos trabajar nunca sucedió,"AnalyzerOutput(output=NEU, probas={NEU: 0.815, POS: 0.125, NEG: 0.060})"
recomendaría mayor comunicación supervisor y estudiantes tener una mejor idea trabajo requiere hacer prácticas,"AnalyzerOutput(output=NEU, probas={NEU: 0.735, POS: 0.226, NEG: 0.039})"
linea no correspondía organización otorgarme servicios,"AnalyzerOutput(output=NEG, probas={NEG: 0.813, NEU: 0.177, POS: 0.010})"
aprendí mucho periodo aunque modalidad online asesoría brindaron profesores muy buena y disposición ayudarnos resolver dudas siempre excelente,"AnalyzerOutput(output=POS, probas={POS: 0.974, NEU: 0.023, NEG: 0.003})"
único hicimos un vaciado artículos científicos considero no sirve absoluto ámbito laboral no sé haré un laboratorio llegue pues nula experiencia,"AnalyzerOutput(output=NEG, probas={NEG: 0.961, NEU: 0.037, POS: 0.003})"
mejor manera presencial,"AnalyzerOutput(output=NEU, probas={NEU: 0.591, POS: 0.357, NEG: 0.052})"
comentarios,"AnalyzerOutput(output=NEU, probas={NEU: 0.511, NEG: 0.342, POS: 0.147})"
mejor planeación cuanto actividades realizar,"AnalyzerOutput(output=NEU, probas={NEU: 0.817, POS: 0.152, NEG: 0.031})"
aunque prácticas linea siento si aproveche actividades tenia realizar,"AnalyzerOutput(output=NEU, probas={NEU: 0.747, POS: 0.219, NEG: 0.034})"
una experiencia difícil definitivamente llena puro aprendizaje,"AnalyzerOutput(output=NEU, probas={NEU: 0.427, NEG: 0.352, POS: 0.221})"
muy bueno,"AnalyzerOutput(output=POS, probas={POS: 0.433, NEU: 0.422, NEG: 0.145})"
amé materia pesar dificil llevado tiempo,"AnalyzerOutput(output=POS, probas={POS: 0.903, NEU: 0.082, NEG: 0.015})"
pregunta beneficios brindo organización respuesta no hice practicas linea no aplicaria pregunta parte pregunta menciona si exigieron habilidades aprendi licenciatura ambigua opinion bueno no pidan sepas o hagas cosas carrera,"AnalyzerOutput(output=NEU, probas={NEU: 0.552, NEG: 0.434, POS: 0.014})"
todo muy bien sentí apoyado todo momento inclusive material no acceso casa,"AnalyzerOutput(output=POS, probas={POS: 0.627, NEU: 0.357, NEG: 0.017})"
una empresa muy buena materia anejo residuos orgánicos innovación y planificación proyectos sostenibles,"AnalyzerOutput(output=POS, probas={POS: 0.937, NEU: 0.059, NEG: 0.004})"
ayudaron mucho formación y poner práctica todo aprendido,"AnalyzerOutput(output=POS, probas={POS: 0.958, NEU: 0.037, NEG: 0.005})"
tomar cuenta ayudar trabajos asignen,"AnalyzerOutput(output=NEU, probas={NEU: 0.894, POS: 0.079, NEG: 0.028})"
deberían darse lineamientos manera clara principio prácticas y deberían respetar horarios trabajo,"AnalyzerOutput(output=NEU, probas={NEU: 0.727, NEG: 0.181, POS: 0.092})"
buena experiencia,"AnalyzerOutput(output=POS, probas={POS: 0.526, NEU: 0.400, NEG: 0.074})"
creo experiencia enriquecedora manera presencial embargo aprendí mucho ingeniero siempre muy atento y amable vez exigía dar mejor cada tarea asignada,"AnalyzerOutput(output=POS, probas={POS: 0.968, NEU: 0.028, NEG: 0.003})"
general todo muy bien agradezco empresa experiencia brindada y dispuesto colaborar un futuro si necesario,"AnalyzerOutput(output=POS, probas={POS: 0.950, NEU: 0.047, NEG: 0.003})"
tiempo pude aprender mucho especial parte practica carrera pude aplicar conocimientos adquiridos estudios igual forma gustado mucho pasar tiempo dentro organización y dentro proyecto,"AnalyzerOutput(output=POS, probas={POS: 0.893, NEU: 0.103, NEG: 0.005})"
excelente,"AnalyzerOutput(output=NEU, probas={NEU: 0.478, POS: 0.319, NEG: 0.203})"
necesitan ampliar catálogo organizaciones súper insatisfechos experiencia practicas no aportó nada nuevo valioso desarrollo profesional,"AnalyzerOutput(output=NEG, probas={NEG: 0.973, NEU: 0.023, POS: 0.004})"
pesar circunstancias creo una buena experiencia encantado poder manera presencial,"AnalyzerOutput(output=POS, probas={POS: 0.946, NEU: 0.051, NEG: 0.003})"
excelente organización actividades parte consultores empresa atención y capacitación practicantes describe empresa sialico gran profesionalismo adquirí mucha experiencia procesos aplicados licenciatura adicionalmente brindaron cursos capacitación gratuitos familiarizarnos todas áreas,"AnalyzerOutput(output=POS, probas={POS: 0.833, NEU: 0.157, NEG: 0.009})"
actualmente encuentro practicas profesión i organización permitió seguir trabajando primavera muy contenta sialico y trabajo desempeñado aparte gusta siempre recibo retroalimentación y capacitación diversas actividades realizo,"AnalyzerOutput(output=POS, probas={POS: 0.853, NEU: 0.141, NEG: 0.006})"
lamentablemente ya no toco practicas presenciales alguien empresa presencial obtendría muy buena experiencia,"AnalyzerOutput(output=NEU, probas={NEU: 0.815, NEG: 0.122, POS: 0.063})"
practicas profesión llevado éxito aprendiendo nuevos aspectos no consideraba totalidad proyectos energéticos embargo modalidad practicas linea no deja estudiante y lugar practicas dar mas allá aprendizaje cabe mencionar igual forma experiencia satisfactoria,"AnalyzerOutput(output=NEU, probas={NEU: 0.785, POS: 0.148, NEG: 0.067})"
no brindo beneficios debido prácticas tome línea,"AnalyzerOutput(output=NEU, probas={NEU: 0.584, NEG: 0.400, POS: 0.016})"
buena organización aquellos buscan aplicarse un campo multidisciplinario robótica y automatización industrial,"AnalyzerOutput(output=POS, probas={POS: 0.786, NEU: 0.203, NEG: 0.011})"
buen trabajo capacitan bien y muy profesionales,"AnalyzerOutput(output=POS, probas={POS: 0.969, NEU: 0.026, NEG: 0.005})"
organización inducción puede mejorar un todo bien,"AnalyzerOutput(output=POS, probas={POS: 0.823, NEU: 0.167, NEG: 0.010})"
sigo proceso reclutamiento,"AnalyzerOutput(output=NEU, probas={NEU: 0.887, NEG: 0.080, POS: 0.034})"
no puedo calificar negativamente organización ya actividades requerían mayoría manera presencial asistir empresas y recopilar información después ingresarlo software ir haciendo mejoras,"AnalyzerOutput(output=NEU, probas={NEU: 0.867, NEG: 0.093, POS: 0.040})"
comentario gustaría mencionar estancia organización mas agradable y duda gustaría seguir aprendiendo área y formar parte equipo mas tiempo,"AnalyzerOutput(output=POS, probas={POS: 0.800, NEU: 0.194, NEG: 0.006})"
una excelente opción desempeñar practicas pues toman cuenta y permiten implementes ideas y conocimientos fin mejorar diferentes ramas empresa,"AnalyzerOutput(output=POS, probas={POS: 0.932, NEU: 0.064, NEG: 0.004})"
todo excelente,"AnalyzerOutput(output=NEU, probas={NEU: 0.593, POS: 0.215, NEG: 0.192})"
capacitar involucrar actividades practicantes y no solo asignarnos una área todo semestre,"AnalyzerOutput(output=NEU, probas={NEU: 0.824, POS: 0.104, NEG: 0.072})"
una excelente experiencia y crecido mucho manera profesional,"AnalyzerOutput(output=POS, probas={POS: 0.977, NEU: 0.020, NEG: 0.003})"
buen proyecto interno gran oportunidad aprender y verdad si valen pena cursos,"AnalyzerOutput(output=POS, probas={POS: 0.974, NEU: 0.023, NEG: 0.003})"
una organización procura dar todas herramientas un buen desarrollo profesional,"AnalyzerOutput(output=POS, probas={POS: 0.610, NEU: 0.365, NEG: 0.025})"
gustaría prácticas presenciales aprender,"AnalyzerOutput(output=NEU, probas={NEU: 0.864, POS: 0.081, NEG: 0.055})"
aun no termino practicas no eh recibido oferta contratación parte faurecia luego muy entusiasmado poder decirles par fecha termino voy realizar prácticas mayo embargo coloque fecha jefe comento finalizaba año decir después diciembre periodo vacaciones y regreso enero pesar demandante faurecia una empresa cumple expectativas y considero yo ahora mejor empresa hacer prácticas,"AnalyzerOutput(output=NEU, probas={NEU: 0.891, NEG: 0.060, POS: 0.050})"
creo prácticas extremadamente diferente y agradables si presenciales,"AnalyzerOutput(output=POS, probas={POS: 0.926, NEU: 0.070, NEG: 0.004})"
supervisoramelissa siempre mostro dispuesta ayudarme resolver dudad y orientarme,"AnalyzerOutput(output=NEU, probas={NEU: 0.684, POS: 0.289, NEG: 0.027})"
todo muy bien mantiene activo y constante movimiento trabajadores,"AnalyzerOutput(output=POS, probas={POS: 0.901, NEU: 0.093, NEG: 0.006})"
siempre flexibles conmigo alguna actividad universitaria,"AnalyzerOutput(output=NEU, probas={NEU: 0.732, POS: 0.253, NEG: 0.016})"
ninguno,"AnalyzerOutput(output=NEU, probas={NEU: 0.498, NEG: 0.298, POS: 0.205})"
muy buen lugar hacer practicas y personal encuentra altamente capacitado,"AnalyzerOutput(output=POS, probas={POS: 0.969, NEU: 0.028, NEG: 0.003})"
muy agradable realizar practicas empresa,"AnalyzerOutput(output=POS, probas={POS: 0.965, NEU: 0.033, NEG: 0.003})"
gustó mucho formar parte empresa,"AnalyzerOutput(output=POS, probas={POS: 0.956, NEU: 0.038, NEG: 0.006})"
desarrollé prácticas un proyecto interno universidad unos cursos un programa dibujo computarizado y todo muy bien y muy interesante,"AnalyzerOutput(output=POS, probas={POS: 0.953, NEU: 0.044, NEG: 0.003})"
así ganar actividades completas y tener seguimiento practicante,"AnalyzerOutput(output=NEU, probas={NEU: 0.500, POS: 0.493, NEG: 0.007})"
una excelente organización permitido desarrollar conocimientos y adquirir nuevos personas trabaje muy buenas personas guiándome siempre actividades realizar especialmente muy agradecido sponsor siempre apoyo,"AnalyzerOutput(output=POS, probas={POS: 0.971, NEU: 0.026, NEG: 0.003})"
experiencia muy satisfactoria y encantado poder haber hecho practicas presenciales embargo pandemia evito aun así aprendí organizarme y convivir un ambiente laboral muchas actividades dando herramientas seguir adelante,"AnalyzerOutput(output=POS, probas={POS: 0.958, NEU: 0.038, NEG: 0.004})"
no si solo así modalidad linea realmente no aplique ningún conocimiento relacionado carrera y adquiridos mas relacionados administrar pagina web una empresa,"AnalyzerOutput(output=NEG, probas={NEG: 0.866, NEU: 0.131, POS: 0.004})"
no,"AnalyzerOutput(output=NEU, probas={NEU: 0.494, NEG: 0.348, POS: 0.158})"
definitiva creo situación actual no ayudo todo realice hice cuenta solo decían si bien o mal creo si ayudo aprender un mundo laboral y todo entregar un documento investigación quede ganas hacer presencial,"AnalyzerOutput(output=NEU, probas={NEU: 0.726, NEG: 0.261, POS: 0.013})"
mitad éstas preguntas no pueden aplicarse modalidad línea exigió universidad éste semestre no deberían tomar cuenta ésta encuesta,"AnalyzerOutput(output=NEG, probas={NEG: 0.889, NEU: 0.107, POS: 0.005})"
asegurarse miembros equipos no mentes cuadradas siempre opciones y ideas,"AnalyzerOutput(output=NEU, probas={NEU: 0.632, POS: 0.341, NEG: 0.027})"
inicio curso comento evaluacion total bajaria caso no acreditar examen certificacion embargo ahora mencionan no recibiriamos calificacion si no acreditamos,"AnalyzerOutput(output=NEG, probas={NEG: 0.612, NEU: 0.372, POS: 0.016})"
una excelente empresa alumnos buscan desempeñarse ámbitos ingenieriles además muy pacientes y considerados practicantes apoyan demasiado y ayudan crecer manera laboral,"AnalyzerOutput(output=POS, probas={POS: 0.964, NEU: 0.032, NEG: 0.004})"
mecatrónicos no creo mucho aprovechamiento aprendido escuela,"AnalyzerOutput(output=NEG, probas={NEG: 0.627, NEU: 0.354, POS: 0.020})"
cantidad experiencia y aprendizaje pude obtener dentro organización vio disminuida debido un proyecto realizado línea,"AnalyzerOutput(output=NEU, probas={NEU: 0.627, NEG: 0.341, POS: 0.032})"
